,Date,Rent,City,Region,Latitude,Longitude,Rolling_3_Month_Average_Rent,Pct_Chg_1M_3M_Rolling_Average_Rents,Pct_Chg_12M_3M_Rolling_Average_Rents
5,2023-01-01,1498,portland-or,West,45.5202471,-122.6741949,1524.0,-0.0030527692978631338,0.02626262626262621
4,2023-02-01,1507,portland-or,West,45.5202471,-122.6741949,1512.3333333333333,-0.00765529308836399,0.0218468468468469
3,2023-03-01,1505,portland-or,West,45.5202471,-122.6741949,1503.3333333333333,-0.00595106898831832,0.011210762331838486
2,2023-04-01,1496,portland-or,West,45.5202471,-122.6741949,1502.6666666666667,-0.00044345898004427564,0.012351223894004226
1,2023-05-01,1470,portland-or,West,45.5202471,-122.6741949,1490.3333333333333,-0.008207630878438454,-0.0011170688114388039
0,2023-06-01,1395,portland-or,West,45.5202471,-122.6741949,1453.6666666666667,-0.024602997092373013,-0.02634516633177042
24,2021-06-01,2695,san-francisco-ca,West,37.7792768,-122.4192704,,,
23,2021-07-01,2728,san-francisco-ca,West,37.7792768,-122.4192704,,,
22,2021-08-01,2797,san-francisco-ca,West,37.7792768,-122.4192704,2740.0,,
21,2021-09-01,2797,san-francisco-ca,West,37.7792768,-122.4192704,2774.0,0.012408759124087565,
20,2021-10-01,2797,san-francisco-ca,West,37.7792768,-122.4192704,2797.0,0.008291276135544257,
19,2021-11-01,2804,san-francisco-ca,West,37.7792768,-122.4192704,2799.3333333333335,0.0008342271481349695,
18,2021-12-01,2809,san-francisco-ca,West,37.7792768,-122.4192704,2803.3333333333335,0.00142891164562986,
17,2022-01-01,2862,san-francisco-ca,West,37.7792768,-122.4192704,2825.0,0.007728894173602896,
16,2022-02-01,2908,san-francisco-ca,West,37.7792768,-122.4192704,2859.6666666666665,0.012271386430678488,
15,2022-03-01,2907,san-francisco-ca,West,37.7792768,-122.4192704,2892.3333333333335,0.011423242802191425,
14,2022-04-01,2896,san-francisco-ca,West,37.7792768,-122.4192704,2903.6666666666665,0.003918404978679124,
13,2022-05-01,2903,san-francisco-ca,West,37.7792768,-122.4192704,2902.0,-0.00057398691309829,
12,2022-06-01,2983,san-francisco-ca,West,37.7792768,-122.4192704,2927.3333333333335,0.008729611762003264,
11,2022-07-01,3075,san-francisco-ca,West,37.7792768,-122.4192704,2987.0,0.020382600774311088,
10,2022-08-01,3039,san-francisco-ca,West,37.7792768,-122.4192704,3032.3333333333335,0.015176877580627135,0.10669099756691014
9,2022-09-01,3073,san-francisco-ca,West,37.7792768,-122.4192704,3062.3333333333335,0.009893371441134446,0.10394136024993994
8,2022-10-01,3023,san-francisco-ca,West,37.7792768,-122.4192704,3045.0,-0.005660171982148743,0.08866642831605298
7,2022-11-01,2995,san-francisco-ca,West,37.7792768,-122.4192704,3030.3333333333335,-0.004816639299397907,0.0825196475351273
6,2022-12-01,2978,san-francisco-ca,West,37.7792768,-122.4192704,2998.6666666666665,-0.010449895501045137,0.0696789536266349
5,2023-01-01,2962,san-francisco-ca,West,37.7792768,-122.4192704,2978.3333333333335,-0.006780791462872249,0.05427728613569327
4,2023-02-01,2995,san-francisco-ca,West,37.7792768,-122.4192704,2978.3333333333335,0.0,0.04149667793449141
3,2023-03-01,2997,san-francisco-ca,West,37.7792768,-122.4192704,2984.6666666666665,0.002126468942361459,0.031923475855710315
2,2023-04-01,2995,san-francisco-ca,West,37.7792768,-122.4192704,2995.6666666666665,0.0036855036855036882,0.031684077603030714
1,2023-05-01,2997,san-francisco-ca,West,37.7792768,-122.4192704,2996.3333333333335,0.0002225436741960518,0.032506317482196234
0,2023-06-01,2999,san-francisco-ca,West,37.7792768,-122.4192704,2997.0,0.0002224941595283525,0.023798679116374455
24,2021-06-01,2202,hoboken-nj,Northeast,40.744,-74.0324,,,
23,2021-07-01,2226,hoboken-nj,Northeast,40.744,-74.0324,,,
22,2021-08-01,2315,hoboken-nj,Northeast,40.744,-74.0324,2247.6666666666665,,
21,2021-09-01,2631,hoboken-nj,Northeast,40.744,-74.0324,2390.6666666666665,0.06362153344208799,
20,2021-10-01,2798,hoboken-nj,Northeast,40.744,-74.0324,2581.3333333333335,0.07975460122699407,
19,2021-11-01,2850,hoboken-nj,Northeast,40.744,-74.0324,2759.6666666666665,0.06908574380165278,
18,2021-12-01,2850,hoboken-nj,Northeast,40.744,-74.0324,2832.6666666666665,0.026452470105085224,
17,2022-01-01,2911,hoboken-nj,Northeast,40.744,-74.0324,2870.3333333333335,0.013297246410920227,
16,2022-02-01,2896,hoboken-nj,Northeast,40.744,-74.0324,2885.6666666666665,0.005342004412959955,
15,2022-03-01,3033,hoboken-nj,Northeast,40.744,-74.0324,2946.6666666666665,0.021138962689153384,
14,2022-04-01,3182,hoboken-nj,Northeast,40.744,-74.0324,3037.0,0.03065610859728518,
13,2022-05-01,2840,hoboken-nj,Northeast,40.744,-74.0324,3018.3333333333335,-0.006146416419712364,
12,2022-06-01,2862,hoboken-nj,Northeast,40.744,-74.0324,2961.3333333333335,-0.01888459414688015,
11,2022-07-01,2803,hoboken-nj,Northeast,40.744,-74.0324,2835.0,-0.04266096352994153,
10,2022-08-01,2785,hoboken-nj,Northeast,40.744,-74.0324,2816.6666666666665,-0.0064667842445620405,0.2531514162835533
9,2022-09-01,2836,hoboken-nj,Northeast,40.744,-74.0324,2808.0,-0.003076923076922977,0.17456776352481884
8,2022-10-01,2916,hoboken-nj,Northeast,40.744,-74.0324,2845.6666666666665,0.013414055080721798,0.10240185950413205
7,2022-11-01,2950,hoboken-nj,Northeast,40.744,-74.0324,2900.6666666666665,0.01932763265784243,0.05109312718927406
6,2022-12-01,3103,hoboken-nj,Northeast,40.744,-74.0324,2989.6666666666665,0.030682601700758427,0.055424805836667534
5,2023-01-01,3013,hoboken-nj,Northeast,40.744,-74.0324,3022.0,0.010815029546214827,0.052839391476019015
4,2023-02-01,3222,hoboken-nj,Northeast,40.744,-74.0324,3112.6666666666665,0.03000220604456194,0.07866466443340658
3,2023-03-01,3375,hoboken-nj,Northeast,40.744,-74.0324,3203.3333333333335,0.029128292996358995,0.08710407239819018
2,2023-04-01,3497,hoboken-nj,Northeast,40.744,-74.0324,3364.6666666666665,0.05036420395421426,0.10789155965316644
1,2023-05-01,3504,hoboken-nj,Northeast,40.744,-74.0324,3458.6666666666665,0.027937388547652153,0.14588625069022632
0,2023-06-01,3550,hoboken-nj,Northeast,40.744,-74.0324,3517.0,0.016865844255975482,0.18764070238631247
24,2021-06-01,805,montgomery-al,South,32.34369,-86.4111,,,
23,2021-07-01,819,montgomery-al,South,32.34369,-86.4111,,,
22,2021-08-01,824,montgomery-al,South,32.34369,-86.4111,816.0,,
21,2021-09-01,796,montgomery-al,South,32.34369,-86.4111,813.0,-0.003676470588235281,
20,2021-10-01,757,montgomery-al,South,32.34369,-86.4111,792.3333333333334,-0.025420254202542014,
19,2021-11-01,738,montgomery-al,South,32.34369,-86.4111,763.6666666666666,-0.03618005889777043,
18,2021-12-01,757,montgomery-al,South,32.34369,-86.4111,750.6666666666666,-0.0170231340026189,
17,2022-01-01,803,montgomery-al,South,32.34369,-86.4111,766.0,0.02042628774422739,
16,2022-02-01,745,montgomery-al,South,32.34369,-86.4111,768.3333333333334,0.003046127067014792,
15,2022-03-01,715,montgomery-al,South,32.34369,-86.4111,754.3333333333334,-0.01822125813449027,
14,2022-04-01,693,montgomery-al,South,32.34369,-86.4111,717.6666666666666,-0.04860804242156436,
13,2022-05-01,681,montgomery-al,South,32.34369,-86.4111,696.3333333333334,-0.02972596377148151,
12,2022-06-01,733,montgomery-al,South,32.34369,-86.4111,702.3333333333334,0.008616562948779327,
11,2022-07-01,701,montgomery-al,South,32.34369,-86.4111,705.0,0.0037968675842430244,
10,2022-08-01,700,montgomery-al,South,32.34369,-86.4111,711.3333333333334,0.00898345153664315,-0.12826797385620914
9,2022-09-01,725,montgomery-al,South,32.34369,-86.4111,708.6666666666666,-0.0037488284910965897,-0.12833128331283317
8,2022-10-01,914,montgomery-al,South,32.34369,-86.4111,779.6666666666666,0.10018814675446852,-0.01598653765250324
7,2022-11-01,789,montgomery-al,South,32.34369,-86.4111,809.3333333333334,0.03805044890979059,0.05979921431689239
6,2022-12-01,750,montgomery-al,South,32.34369,-86.4111,817.6666666666666,0.010296540362438211,0.08925399644760224
5,2023-01-01,750,montgomery-al,South,32.34369,-86.4111,763.0,-0.06685690990623727,-0.003916449086161844
4,2023-02-01,857,montgomery-al,South,32.34369,-86.4111,785.6666666666666,0.029707295762341657,0.02255965292841644
3,2023-03-01,892,montgomery-al,South,32.34369,-86.4111,833.0,0.06024607551972849,0.10428634555899241
2,2023-04-01,895,montgomery-al,South,32.34369,-86.4111,881.3333333333334,0.05802320928371363,0.228053878309336
1,2023-05-01,963,montgomery-al,South,32.34369,-86.4111,916.6666666666666,0.04009077155824503,0.3164193393968404
0,2023-06-01,1000,montgomery-al,South,32.34369,-86.4111,952.6666666666666,0.03927272727272735,0.35643094447081136
24,2021-06-01,954,kansas-city-mo,Mid-West,39.0914,-94.906,,,
23,2021-07-01,947,kansas-city-mo,Mid-West,39.0914,-94.906,,,
22,2021-08-01,944,kansas-city-mo,Mid-West,39.0914,-94.906,948.3333333333334,,
21,2021-09-01,947,kansas-city-mo,Mid-West,39.0914,-94.906,946.0,-0.002460456942003586,
20,2021-10-01,953,kansas-city-mo,Mid-West,39.0914,-94.906,948.0,0.0021141649048626032,
19,2021-11-01,933,kansas-city-mo,Mid-West,39.0914,-94.906,944.3333333333334,-0.003867791842475321,
18,2021-12-01,949,kansas-city-mo,Mid-West,39.0914,-94.906,945.0,0.000705965407695075,
17,2022-01-01,950,kansas-city-mo,Mid-West,39.0914,-94.906,944.0,-0.0010582010582010914,
16,2022-02-01,965,kansas-city-mo,Mid-West,39.0914,-94.906,954.6666666666666,0.011299435028248483,
15,2022-03-01,978,kansas-city-mo,Mid-West,39.0914,-94.906,964.3333333333334,0.010125698324022325,
14,2022-04-01,995,kansas-city-mo,Mid-West,39.0914,-94.906,979.3333333333334,0.015554787417905391,
13,2022-05-01,997,kansas-city-mo,Mid-West,39.0914,-94.906,990.0,0.010891763104152519,
12,2022-06-01,1018,kansas-city-mo,Mid-West,39.0914,-94.906,1003.3333333333334,0.013468013468013407,
11,2022-07-01,1043,kansas-city-mo,Mid-West,39.0914,-94.906,1019.3333333333334,0.015946843853820614,
10,2022-08-01,1011,kansas-city-mo,Mid-West,39.0914,-94.906,1024.0,0.00457815565729236,0.07978910369068526
9,2022-09-01,1057,kansas-city-mo,Mid-West,39.0914,-94.906,1037.0,0.0126953125,0.09619450317124745
8,2022-10-01,1055,kansas-city-mo,Mid-West,39.0914,-94.906,1041.0,0.0038572806171648377,0.09810126582278489
7,2022-11-01,1056,kansas-city-mo,Mid-West,39.0914,-94.906,1056.0,0.014409221902017322,0.1182492057889164
6,2022-12-01,1058,kansas-city-mo,Mid-West,39.0914,-94.906,1056.3333333333333,0.00031565656565657463,0.1178130511463844
5,2023-01-01,1094,kansas-city-mo,Mid-West,39.0914,-94.906,1069.3333333333333,0.012306721363205986,0.13276836158192085
4,2023-02-01,1088,kansas-city-mo,Mid-West,39.0914,-94.906,1080.0,0.009975062344139696,0.13128491620111737
3,2023-03-01,1091,kansas-city-mo,Mid-West,39.0914,-94.906,1091.0,0.010185185185185075,0.1313515381956447
2,2023-04-01,1029,kansas-city-mo,Mid-West,39.0914,-94.906,1069.3333333333333,-0.019859456156431476,0.09189925119128639
1,2023-05-01,1083,kansas-city-mo,Mid-West,39.0914,-94.906,1067.6666666666667,-0.0015586034912716817,0.07845117845117855
0,2023-06-01,1129,kansas-city-mo,Mid-West,39.0914,-94.906,1080.3333333333333,0.011863877614735951,0.07674418604651145
